epoch,last_time_step_mse,loss,lr,val_last_time_step_mse,val_loss
37,407.03564453125,464.3233642578125,0.001,391.7724914550781,469.3558044433594
38,405.57928466796875,462.28643798828125,0.001,390.2405700683594,467.3475341796875
39,404.2278137207031,460.38043212890625,0.001,388.85931396484375,465.5106506347656
40,403.056884765625,458.6477355957031,0.001,387.6041564941406,463.8153991699219
41,401.9119873046875,457.1040954589844,0.001,386.4530029296875,462.2358703613281
42,400.957763671875,455.598388671875,0.001,385.4291076660156,460.8052673339844
43,400.1155700683594,454.2810974121094,0.001,384.49627685546875,459.4772033691406
44,399.3818359375,453.055908203125,0.001,383.6620788574219,458.2654113769531
45,398.68804931640625,451.9521484375,0.001,382.907958984375,457.14544677734375
46,398.05474853515625,450.9050598144531,0.001,382.23846435546875,456.1268310546875
47,397.5170593261719,449.9822082519531,0.001,381.63287353515625,455.18280029296875
48,397.0834655761719,449.1042175292969,0.001,381.09674072265625,454.3233947753906
49,396.5813903808594,448.3321838378906,0.001,380.6114196777344,453.5234069824219
50,396.2721252441406,447.5863037109375,0.001,380.18878173828125,452.8031311035156
51,395.98236083984375,446.9469909667969,0.001,379.80487060546875,452.1276550292969
52,395.661865234375,446.3439636230469,0.001,379.46453857421875,451.5072937011719
53,395.4412841796875,445.775390625,0.001,379.16650390625,450.94097900390625
54,395.2651672363281,445.2599182128906,0.001,378.9066162109375,450.4248352050781
55,395.1086120605469,444.82196044921875,0.001,378.6678161621094,449.93011474609375
56,394.9407653808594,444.37054443359375,0.001,378.4657897949219,449.48773193359375
57,394.8090515136719,443.9742736816406,0.001,378.29058837890625,449.0821838378906
58,394.7408752441406,443.6300964355469,0.001,378.1325378417969,448.6952209472656
59,394.6954345703125,443.2855224609375,0.001,377.9988098144531,448.34478759765625
60,394.59332275390625,442.97955322265625,0.001,377.8841552734375,448.0229187011719
61,394.5602111816406,442.6994323730469,0.001,377.7848815917969,447.724853515625
62,394.53369140625,442.4490661621094,0.001,377.32623291015625,447.5398864746094
63,394.3381652832031,442.38592529296875,0.001,381.0644226074219,463.2533874511719
64,454.0963439941406,531.3352661132812,0.001,480.666748046875,581.0598754882812
65,492.1165771484375,589.1947021484375,0.001,458.4598388671875,563.7523193359375
66,450.4498596191406,546.4998168945312,0.001,423.1099548339844,520.5798950195312
67,420.37628173828125,506.98834228515625,0.001,390.0313720703125,484.8621520996094
68,405.6536865234375,478.72698974609375,0.0005,380.9814453125,471.1129150390625
69,400.099853515625,470.779296875,0.0005,381.550048828125,466.386474609375
70,397.3965759277344,462.2851257324219,0.0005,378.24725341796875,458.3080139160156
71,396.14044189453125,457.78826904296875,0.0005,377.2639465332031,456.093017578125
72,394.6854248046875,454.34674072265625,0.0005,376.31378173828125,454.9070739746094
73,393.4056396484375,452.8542785644531,0.00025,376.6269226074219,453.7158508300781
74,393.2174987792969,451.8844909667969,0.00025,376.5578918457031,452.66241455078125
75,392.89617919921875,450.8684997558594,0.00025,375.6112365722656,450.93768310546875
76,392.00732421875,448.9629211425781,0.00025,374.7732238769531,449.0661315917969
77,391.7210998535156,446.5167236328125,0.00025,374.4664611816406,445.715087890625
78,390.0281677246094,443.4367980957031,0.00025,369.3924255371094,442.8236999511719
79,385.3981628417969,440.1708984375,0.00025,364.8916015625,440.93096923828125
80,382.82586669921875,438.3761291503906,0.00025,363.5893859863281,440.3765869140625
81,382.11358642578125,437.6346130371094,0.00025,363.3319396972656,439.8687744140625
82,381.7917785644531,436.91204833984375,0.00025,363.18353271484375,439.1863098144531
83,381.6767883300781,436.4035949707031,0.00025,363.12762451171875,438.6773376464844
84,381.3336486816406,435.9338073730469,0.00025,363.123291015625,438.29400634765625
85,381.11212158203125,435.5551452636719,0.00025,362.482177734375,437.8149108886719
86,380.9400939941406,435.2610778808594,0.00025,362.2051696777344,437.4920959472656
87,380.81951904296875,434.98590087890625,0.00025,362.1111755371094,437.16448974609375
88,380.614013671875,434.67657470703125,0.00025,362.04583740234375,436.8874816894531
89,380.4735412597656,434.4151611328125,0.00025,361.9612121582031,436.6601257324219
90,380.3874816894531,434.19805908203125,0.00025,361.84075927734375,436.4557189941406
91,380.3357238769531,434.00164794921875,0.00025,361.7641906738281,436.2579650878906
92,380.1882629394531,433.7765808105469,0.00025,361.53460693359375,435.91314697265625
93,380.14874267578125,433.5532531738281,0.00025,361.773193359375,435.7325439453125
94,380.09356689453125,433.3215026855469,0.00025,361.55078125,435.4083251953125
95,379.9474792480469,433.04364013671875,0.00025,361.382080078125,435.11962890625
96,379.7239074707031,432.7509765625,0.00025,361.1365966796875,434.6995849609375
97,379.52398681640625,432.4756774902344,0.00025,361.10845947265625,434.5306396484375
98,379.4141845703125,432.23785400390625,0.00025,360.9744567871094,434.2081604003906
99,379.23248291015625,432.01092529296875,0.00025,360.9680480957031,434.08416748046875
